state,county,cases,deaths,Population Density (people/mi^2),Diabetes Prevalence 2012* (%),Overall sufficient physical activity  prevalence 2011* (%),Overall obesity prevalence 2011* (%),Heavy Alcohol Consumption* (%) 2012 (Heavy- past 30 days 1drink/day for women 2 for men),Binge Alcohol Consumption* (%)2012 (Binge- past 30 days >4 drinks one occasion >5 for men),Population,LandArea (mi^2),"Male sufficient physical activity  prevalence, 2011* (%)","Female sufficient physical activity  prevalence, 2011* (%)","Male obesity  prevalence, 2011* (%)","Female obesity prevalence, 2011* (%)"
Kentucky,McCracken,823,10,91.38189404,13.25,50.5,35.5,6.4,14.6,"31,100",340.33,54.1,46.9,36,34.9
Kentucky,McCreary,224,1,48.49889529,19.57,42.35,40.8,4.3,9.4,"11,195",230.83,44.5,40.2,38.6,43
Kentucky,McLean,99,0,69.21579758,16.05,44.75,40.4,5.4,11,"17,070",246.62,47,42.5,39.3,41.4
Kentucky,Meade,279,3,88.11991118,14.9,49.15,39,6.3,14.8,"28,572",324.24,51.3,47,38,40
Kentucky,Menifee,67,1,31.49388468,17.86,40.35,43.6,5.3,11.3,"6,489",206.04,41.9,38.8,41.8,45.3
Kentucky,Mercer,281,5,86.64717734,14.76,48.3,37.9,4.8,10.9,"21,933",253.13,50.5,46.1,39.4,36.3
Kentucky,Metcalfe,145,2,34.61062616,15.96,39.95,42.6,4.1,8.5,"10,071",290.98,41.2,38.7,41.1,44.1
Kentucky,Monroe,225,4,32.06575738,15.98,41.3,40.1,4.7,9.3,"10,650",332.13,43.3,39.3,37.9,42.3
Kentucky,Montgomery,322,3,141.6205613,16.83,46.7,39.7,7,14,"28,157",198.82,51,42.4,39.4,40
Kentucky,Morgan,85,0,34.6805295,18.17,44.55,42.7,5.2,11,"13,309",383.76,43.4,45.7,40.3,45
Kentucky,Muhlenberg,853,13,63.86635243,15.23,44.2,40.7,4.3,10.1,"30,622",479.47,49,39.4,39.1,42.3
Kentucky,Nelson KY,568,4,109.0143834,14.39,46.45,37.7,9.4,19.9,"46,233",424.1,49,43.9,38.6,36.8
Kentucky,Nicholas KY,61,1,36.92471807,15.98,43.45,41.7,6.9,13.4,"7,269",196.86,45.8,41.1,40.8,42.5
Kentucky,Ohio KY,518,9,40.20779221,15.41,43.95,40.5,4.7,10.2,"23,994",596.75,46.5,41.4,38.8,42.2
Kentucky,Oldham,1218,26,339.8402523,12.6,57.8,33.8,8.5,15.6,"66,799",196.56,61.2,54.4,34.9,32.7
Kentucky,Owen,104,2,30.77813541,15.28,49.45,38.8,5.2,10.7,"10,901",354.18,51.2,47.7,37.7,39.9
Kentucky,Owsley,50,1,22.28672388,19.12,32.25,50,5.2,10.3,"4,415",198.1,33.1,31.4,46.9,53
Kentucky,Pendleton,103,0,51.85343142,15.65,48.25,39.4,5.4,11.7,"14,590",281.37,48.6,47.9,38.5,40.3
Kentucky,Perry KY,360,9,75.1751109,16.17,42.45,43.8,5.3,12.1,"25,758",342.64,49,35.9,43.4,44.2
Kentucky,Pike,543,3,73.36384033,16.91,41.4,42.2,4.4,10.7,"57,876",788.89,46,36.8,41.1,43.2
Kentucky,Powell,119,0,68.58109983,17.62,41.35,42.3,5.1,11.4,"12,359",180.21,43,39.7,40.6,44
Kentucky,Pulaski,876,11,95.9680397,15.43,46.25,37.7,4.3,10.2,"64,979",677.09,47.1,45.4,37.8,37.5
Kentucky,Robertson,13,1,21.05683748,16.54,40.7,42.8,6.8,12,"2,108",100.11,42.3,39.1,41.9,43.6
Kentucky,Rockcastle,213,1,52.48679577,16.34,38.8,43.9,3.9,9.1,"16,695",318.08,39.1,38.5,42.3,45.4
Kentucky,Rowan,280,1,85.44381179,15.8,47.9,38.6,6.9,13.8,"24,460",286.27,51.7,44.1,38.6,38.6
Kentucky,Russell,298,6,63.3679819,15.85,41.8,39.8,5.5,10.8,"17,923",282.84,40.9,42.7,38.6,41
Kentucky,Scott,884,16,199.7967123,14.65,52.75,39.1,6.9,13.8,"57,004",285.31,54.5,51,37.8,40.3
Kentucky,Shelby,1147,24,127.1138538,14.36,50.35,38.7,6.5,13.2,"49,024",385.67,51.4,49.3,38.2,39.2
Kentucky,Simpson,305,9,78.62495237,15.49,45.15,37.8,4.9,11.8,"18,572",236.21,47.5,42.8,38.1,37.5
Kentucky,Spencer,233,0,100.8862937,13.24,48.2,37.1,6.6,12.8,"19,351",191.81,51.6,44.8,38.6,35.6
Kentucky,Taylor,348,7,93.00873457,15.04,43.55,38.8,5.4,11.6,"25,769",277.06,45.6,41.5,36.5,41.1
Kentucky,Todd,212,8,32.61007958,16.09,40.9,41.6,3.7,8.6,"12,294",377,44.9,36.9,40.2,43
Kentucky,Trigg,201,0,30.45186232,14.06,45.85,39.5,5.3,11.2,"14,651",481.12,46.9,44.8,39.9,39.1
Kentucky,Trimble,73,0,54.21786994,14.96,49.15,39.5,5.5,10.8,"8,471",156.24,51.1,47.2,38.5,40.4
Kentucky,Union,399,3,39.56911732,15.29,46.45,41.2,7.5,15.8,"14,381",363.44,47.1,45.8,41.2,41.2
Kentucky,Warren,4608,56,242.634923,14.41,50.75,35.3,6.9,15.7,"132,896",547.72,52.3,49.2,34,36.6
Kentucky,Washington KY,158,1,40.11076474,15.05,45.25,37.8,6.8,15.8,"12,095",301.54,48.8,41.7,39,36.6
Kentucky,Wayne KY,195,0,41.99124365,16.46,39.7,41.3,3.6,9.1,"20,333",484.22,41.3,38.1,39.2,43.4
Kentucky,Webster KY,230,3,38.55227882,15.24,44.55,41.9,5.5,11,"12,942",335.7,47.5,41.6,41.4,42.4
Kentucky,Whitley KY,558,3,81.46101489,16.06,42.5,39.7,3.5,8.7,"36,264",445.17,43.1,41.9,38.1,41.2
Kentucky,Wolfe KY,53,0,32.11145011,18.67,34.15,47.8,6.5,13.7,"7,157",222.88,34.2,34.1,44.6,50.9
Kentucky,Woodford KY,310,0,139.2395833,13.41,51.2,35.9,9.1,17,"26,734",192,53.4,49,35.5,36.3
Louisiana,Acadia LA,3014,99,94.34349578,16.84,40.75,40.2,9.4,18.9,"62,045",657.65,41.3,40.2,41.6,38.7
Louisiana,Allen LA,1721,50,33.46784725,17.27,40.05,45.3,7.9,16,"25,627",765.72,41.7,38.4,45.6,44.9
Louisiana,Ascension LA,3862,98,417.9591298,15.37,49.8,38.6,10.5,20,"126,604",302.91,51.9,47.7,39.4,37.7
Louisiana,Assumption LA,774,24,60.04278779,17.45,40.65,44.6,9.6,20.9,"21,891",364.59,43.6,37.7,43.1,46.1
Louisiana,Avoyelles LA,1610,58,46.36957978,18.22,41.35,45.7,9.2,18.9,"40,144",865.74,44,38.7,44.4,46.9
Louisiana,Beauregard,1029,39,32.15700736,15.89,45.1,40.9,6.1,13.3,"37,497",1166.06,45.8,44.4,41.7,40.1
Louisiana,Bienville,520,33,16.11160459,18.11,43.8,43.8,5.7,12.5,"13,241",821.83,48.1,39.5,41.4,46.1
Louisiana,Bossier,3524,110,146.5254149,14.83,51.25,38.3,7.2,15.4,"127,039",867.01,52.3,50.2,38.9,37.6
Louisiana,Caddo,9107,370,256.3515864,16.19,42.05,39.9,7.6,15.8,"240,204",937.01,45.7,38.4,37.2,42.6
Louisiana,Calcasieu,8005,217,185.8847609,16.28,45.4,40.6,8.9,18.1,"203,436",1094.42,47.9,42.9,41.5,39.7
Louisiana,Caldwell LA,318,3,18.34051445,16.25,45.95,40.8,5.5,12.8,"9,918",540.77,46.6,45.3,41.2,40.4
Louisiana,Cameron LA,231,2,3.609661656,14.13,45.05,41.3,9.2,21.9,"6,973",1931.76,48.8,41.3,42,40.5
Louisiana,Catahoula,444,12,12.83840433,17.69,38.6,44.8,5.8,12.5,"9,494",739.5,40.1,37.1,44.1,45.4
Louisiana,Claiborne LA,547,23,20.41640609,19.21,41.75,44.4,6.6,13.7,"15,670",767.52,46.4,37.1,41,47.8
Louisiana,Concordia LA,525,15,25.72187942,19.06,39.05,45.2,6.8,13.9,"19,259",748.74,40.5,37.6,44.9,45.4
Louisiana,De Soto LA,942,35,30.70035213,18.25,43.55,44.7,7.1,14.5,"27,463",894.55,46.6,40.5,42.5,46.9
Louisiana,East Baton Rouge LA,15395,444,935.1218683,16.11,51.6,38.7,7.3,16.4,"440,059",470.59,57.8,45.4,38,39.4
Louisiana,East Carroll,549,5,15.50543515,22.9,35.65,52.8,5.9,13.8,"6,861",442.49,40.1,31.2,46.6,58.9
Louisiana,East Feliciana,1763,72,41.98850171,18.36,46.5,41.7,5.8,13.5,"19,135",455.72,50.3,42.7,40.4,43
Louisiana,Evangeline,1351,34,49.13630746,17.42,40.1,44,9.1,19.5,"33,395",679.64,42.7,37.5,43.6,44.3
Louisiana,Franklin LA,1239,41,31.49587713,17.77,39.85,45.1,5.2,12.2,"20,015",635.48,42.6,37.1,43.1,47.1
Louisiana,Grant,503,30,33.68793259,16.4,46.05,41.2,6.8,13.6,"22,389",664.6,49.5,42.6,40.6,41.8
Louisiana,Iberia,3014,90,67.73430074,17.28,42.95,41.2,9.7,19.6,"69,830",1030.94,44.9,41,40,42.3
Louisiana,Iberville,1429,58,49.79628722,18.51,38.75,44.6,7,16.4,"32,511",652.88,40.7,36.8,42.1,47.1
Louisiana,Jackson,718,22,27.12705469,16.45,45.95,41.5,6.2,12.7,"15,744",580.38,46.9,45,41.2,41.7
Louisiana,Jefferson,17947,573,673.2246817,15.61,47.45,39.4,9.6,20.5,"432,493",642.42,51.8,43.1,38.2,40.6
Louisiana,Jefferson Davis,1282,39,47.62685615,16.52,43.7,43.8,9.2,20.8,"31,368",658.62,47.9,39.5,44.5,43
Louisiana,Lafayette,9120,135,904.0766499,14.06,46.3,40.8,5.8,11.8,"244,390",270.32,48.7,43.9,41.1,40.4
Louisiana,Lafourche,3745,123,66.3003464,15.47,50.5,35.3,10.2,21.5,"97,614",1472.3,53.1,47.9,35.4,35.2
Louisiana,LaSalle,439,10,22.48120528,14.94,44.05,44.7,10,22.6,"14,892",662.42,46.6,41.5,45.4,43.9
Louisiana,Lincoln,1471,48,98.96675842,15.91,51.95,40.4,6.1,13.3,"46,742",472.3,58.4,45.5,39.6,41.1
Louisiana,Livingston,3926,76,200.3001892,15.72,46.45,40.3,7.5,15.7,"140,789",702.89,49.1,43.8,40.8,39.8
Louisiana,Madison,888,8,16.83241366,22.09,41.5,48.2,9.3,17.1,"10,951",650.59,45,38,42.9,53.5
Louisiana,Morehouse,836,22,30.88940218,18.99,39.7,45.5,6.1,12.8,"24,874",805.26,42.3,37.1,42.6,48.4
Louisiana,Natchitoches,1250,26,29.36631316,17.6,44.5,45,7.2,14.8,"38,158",1299.38,50.7,38.3,42.8,47.2
Louisiana,Orleans,12902,589,1113.965109,18.71,47.8,38.1,10,22.9,"390,144",350.23,50.4,45.2,33.1,43.1
Louisiana,Ouachita,6535,151,242.2387635,15.63,43.15,40.5,6.8,13.8,"153,279",632.76,46.6,39.7,39.6,41.3
Louisiana,Plaquemines,790,19,9.551082253,16.43,45.95,41.1,9.4,21.8,"23,197",2428.73,49.1,42.8,40.8,41.4
Louisiana,Pointe Coupee,1075,40,36.78437214,17.75,44.25,43.6,11,23,"21,730",590.74,46,42.5,41.7,45.4
Louisiana,Rapides,4382,150,95.18663182,16.72,44.25,41.3,7,14.7,"129,648",1362.04,46.5,42,39.7,42.9
Louisiana,Red River,369,24,20.99477742,18.06,39.3,46.4,8.1,15.2,"8,442",402.1,43.2,35.4,43.5,49.2
Louisiana,Richland,805,14,35.64254716,16.39,43.5,47,5.1,11.5,"20,122",564.55,45.9,41.1,44.3,49.6
Louisiana,Sabine,899,14,23.61035597,16.72,46.3,44.1,6.6,14.1,"23,884",1011.59,48.7,43.9,42.8,45.4
Louisiana,St. Bernard,1473,31,26.33679704,18.16,42.8,38.7,8.7,20.8,"47,244",1793.84,43.3,42.3,38.1,39.3
Louisiana,St. Charles,1866,62,129.4553611,16.41,46.05,42.3,9.6,20.4,"53,100",410.18,51.3,40.8,42.4,42.1
Louisiana,St. Helena,424,4,24.74297297,20.1,44.9,44.7,5.9,14.1,"10,132",409.49,50.1,39.7,41,48.4
Louisiana,St. James,816,40,81.82770257,18.07,47.05,43.5,10.3,23,"21,096",257.81,54.7,39.4,41.7,45.3
Louisiana,St. John the Baptist,1603,104,123.1443684,19.19,44.65,45.2,9.2,18,"42,837",347.86,50.3,39,43.2,47.1
Louisiana,St. Landry,3433,129,87.47017723,18.62,43.2,44.2,10.3,21.1,"82,124",938.88,45.3,41.1,41.9,46.4
Louisiana,St. Martin,2131,61,65.43826775,17.37,43.05,43,10.7,21.9,"53,431",816.51,46.2,39.9,40.8,45.2
Louisiana,St. Mary,1962,79,44.10284826,18.85,42.2,44.7,9.8,21.2,"49,348",1118.93,45.7,38.7,41.9,47.5
Louisiana,St. Tammany,7349,264,231.662708,13.54,53.65,35.8,8.2,18.4,"260,419",1124.13,57.8,49.5,37.4,34.1
Louisiana,Tangipahoa,4771,121,163.702183,17.92,45.5,43.5,7.1,15.7,"134,758",823.19,51,40,40.8,46.2
Louisiana,Tensas,162,2,6.758674464,20.81,39.8,46.8,5.8,13.4,"4,334",641.25,42.9,36.7,42,51.5
Louisiana,Terrebonne,3718,119,53.10420753,16.99,43.15,45.1,10.3,21.8,"110,461",2080.08,48.9,37.4,43.8,46.4
Louisiana,Union,1019,46,24.41901564,16.76,44.5,44.3,5.7,11.9,"22,108",905.36,49.1,39.9,40.6,47.9
Louisiana,Vermilion,2066,66,38.68319445,15.96,47,40.6,10.6,22.5,"59,511",1538.42,51.3,42.7,41.3,39.8
Louisiana,Vernon,1089,52,35.35230059,15.97,47.45,42,7.6,14.9,"47,429",1341.61,51.7,43.2,40.7,43.2
Louisiana,Washington,1682,67,68.33330868,18.47,40.35,45.1,5.8,13.9,"46,194",676.01,44.2,36.5,42.2,47.9
Louisiana,Webster,1352,28,62.32828833,16.69,43.65,43,6,13.2,"38,340",615.13,47.8,39.5,42.6,43.4
Louisiana,West Baton Rouge,928,42,129.9597329,18.17,48.2,41,10.1,21,"26,465",203.64,50.7,45.7,40.7,41.3
Louisiana,West Carroll,354,10,30.05411406,15.86,42.55,45.2,5,12.3,"10,830",360.35,44.1,41,44.2,46.2
Louisiana,West Feliciana,737,25,36.54031217,18.32,40.15,43,6.4,15.7,"15,568",426.05,41.9,38.4,42.4,43.6
Louisiana,Winn LA,646,19,14.52903927,16.75,41.1,42.7,6.1,12.6,"13,904",956.98,42.8,39.4,41.8,43.6
Maine,Androscoggin ME,786,10,217.751634,13.14,55.9,37.6,9.1,19.9,"108,277",497.25,56.7,55.1,35.1,40
Maine,Aroostook,51,1,9.818894801,14.32,52.5,39.8,8.9,19.3,"67,055",6829.18,50.7,54.3,38.3,41.2
Maine,Cumberland ME,2374,70,242.3998159,10.68,66.1,28,11.2,22,"295,003",1217.01,68.8,63.4,27.8,28.2
Maine,Franklin ME,64,1,17.31137429,12.11,59.1,36,10,20.6,"30,199",1744.46,60.1,58.1,34.4,37.6
Maine,Hancock ME,55,1,23.38698015,11.17,62.75,31.9,12,19.7,"54,987",2351.18,62.1,63.4,31.5,32.2
Maine,Kennebec ME,253,11,128.5711282,12.41,58.45,34.7,9.6,18.6,"122,302",951.24,61,55.9,33.2,36.2
Maine,Knox ME,50,1,34.82448536,10.75,61.55,30.5,10.9,18.2,"39,772",1142.07,60.1,63,31,30
Maine,Lincoln ME,50,1,49.4792634,10.9,63.25,29.5,12.2,19.6,"34,634",699.97,64.4,62.1,28.8,30.2
Maine,Oxford ME,151,1,26.64978119,12.8,56.85,36.1,10.7,20.2,"57,975",2175.44,56.8,56.9,34.6,37.5
Maine,Penobscot ME,268,6,42.78122381,13.03,55.15,38,9,18.5,"152,148",3556.42,54.3,56,36.3,39.6
Maine,Piscataquis ME,10,0,3.834196418,14.01,56.4,38.5,9.8,18.6,"16,785",4377.71,55.7,57.1,37.5,39.5
Maine,Sagadahoc ME,70,0,96.83221259,11.53,64.35,32.2,11.1,20,"35,856",370.29,63,65.7,30.6,33.8
Maine,Somerset ME,99,8,12.32600782,13.68,54.05,40.6,9.5,19,"50,484",4095.73,53.1,55,38.5,42.6
Maine,Waldo ME,79,14,46.56957587,12.06,59.95,35,10.5,18.8,"39,715",852.81,61,58.9,33.5,36.4
Maine,Washington ME,20,0,9.639831159,13.52,52.55,38.7,10.5,20.4,"31,379",3255.14,53.9,51.2,37.1,40.3
Maine,York ME,1258,17,163.3116781,12.44,61.9,32.5,10.8,22.1,"207,641",1271.44,63.4,60.4,31.9,33
Maryland,Allegany MD,504,23,163.857216,14.25,53.05,38.6,8.5,18.2,"70,416",429.74,56.4,49.7,37.4,39.7
Maryland,Anne Arundel MD,10584,254,985.2426392,13.33,53.2,34.9,7.7,20.3,"579,234",587.91,54.3,52.1,35.9,33.8
Maryland,Baltimore MD,18691,640,1213.010204,13.31,52.45,34.9,8.9,22,"827,370",682.08,54.9,50,33.7,36
Maryland,Baltimore City MD,16280,489,268.1029237,13.69,44.65,40.8,8.1,19.5,"92,525",345.11,45.2,44.1,35.4,46.1
Maryland,Calvert,1042,28,102.4503941,15.23,55.75,37.3,8.9,19.9,"33,406",326.07,58.7,52.8,37.4,37.1
Maryland,Caroline,674,7,372.3161594,12.09,48.5,42.2,6.7,17.2,"168,447",452.43,47.3,49.7,40.9,43.5
Maryland,Carroll MD,2046,126,246.1293642,13.85,55.15,36.5,8,19.8,"102,855",417.89,55.7,54.6,36.9,36
Maryland,Cecil MD,1140,36,253.7923423,16.11,52.7,38.8,9.3,20.7,"163,257",643.27,53.2,52.2,38.9,38.6
Maryland,Charles MD,2890,101,32.48217138,16.67,54,40.1,7.3,16.4,"31,929",982.97,55.1,52.9,37.9,42.2
Maryland,Dorchester MD,622,10,388.892718,12.76,48.1,43.8,6.6,15.9,"259,547",667.4,49.1,47.1,40.5,47.1
Maryland,Frederick MD,4287,134,44.22326546,13.7,52.9,33.8,7.3,18.1,"29,014",656.08,54.8,51,34.2,33.4
Maryland,Garrett,76,1,484.9470327,12.98,52.1,38.7,7.1,15.2,"255,441",526.74,54,50.2,35.9,41.5
Maryland,Harford,3211,76,1284.469159,11.34,54.85,36.5,8.1,20.2,"325,690",253.56,56.4,53.3,37.5,35.5
Maryland,Howard,5328,123,46.8768102,13.37,59.4,29.6,8.2,19.1,"19,422",414.32,61.3,57.5,31,28.1
Maryland,Kent,318,24,2075.556082,14.18,53.85,36.9,10.4,20.8,"1,050,688",506.22,56.2,51.5,35.9,37.8
Maryland,Montgomery MD,23333,852,1820.766089,14.18,59.75,25.2,6.8,17.2,"909,327",499.42,60.8,58.7,24.8,25.5
Maryland,Prince George's MD,30729,833,98.82115256,12.77,52.75,40.7,5.5,14.8,"50,381",509.82,56.4,49.1,35.9,45.5
Maryland,Queen Anne's,692,26,148.4683601,14.09,54.65,35.6,11.8,24,"113,510",764.54,54,55.3,36.7,34.5
Maryland,Somerset,329,4,41.93775478,18.06,44.05,47.2,7,15.7,"25,616",610.81,44.5,43.6,42.7,51.7
Maryland,St. Mary's,1363,58,77.97864978,12.4,56.15,37.9,8.1,19.5,"37,181",476.81,59.4,52.9,36.7,39
Maryland,Talbot MD,584,6,323.051094,14.58,59.7,35,9.4,19.2,"151,049",467.57,59.7,59.7,35.5,34.5
Maryland,Washington MD,1926,41,259.1455942,15.28,50.85,38.7,6.6,16.7,"103,609",399.81,52.9,48.8,38.2,39.1
Maryland,Wicomico MD,2157,49,75.24108351,14.37,52.3,40.6,6.8,17.4,"52,276",694.78,56.4,48.2,37.4,43.8
Maryland,Worcester MD,1113,30,6445.373588,19.47,54.4,39.4,11.6,23.2,"593,490",92.08,55.7,53.1,37.4,41.3
Massachusetts,Barnstable MA,1849,175,163.1457197,10.7,67.75,26,11.4,22.5,"212,990",1305.52,66.3,69.2,27.9,24
Massachusetts,Berkshire MA,726,51,132.0286578,11.24,58.05,29.8,12.2,23.5,"124,944",946.34,58.2,57.9,27.9,31.7
Massachusetts,Bristol MA,10452,716,817.6619506,13.37,53.9,36.2,9,20.5,"565,217",691.26,57.5,50.3,35.9,36.5
Massachusetts,Dukes MA,68,0,35.299389,10.36,63.4,27.2,14.3,23.8,"17,332",491,60.7,66.1,29.1,25.3
Massachusetts,Essex MA,20835,1306,952.1461584,12.98,58.25,31.9,9.1,21.5,"789,034",828.69,61.4,55.1,33.2,30.6
Massachusetts,Franklin MA,424,69,96.82537493,11.89,61.9,29.5,11.4,21.6,"70,180",724.81,63.1,60.7,28.1,30.8
Massachusetts,Hampden MA,8621,791,735.405333,14.56,53.8,36.6,8.8,20.8,"466,372",634.17,56.4,51.2,35.1,38.1
Massachusetts,Hampshire MA,1345,148,294.846646,10.97,61.8,28.6,10.7,22.2,"160,830",545.47,61.6,62,28,29.1
Massachusetts,Middlesex MA,28638,2178,1901.418072,11.92,57.5,30.2,9.4,20.8,"1,611,699",847.63,59.5,55.5,30.4,29.9
Massachusetts,Nantucket MA,126,1,37.58572936,11.1,61.55,28.6,14.9,24.1,"11,399",303.28,59.8,63.3,30.8,26.3
Massachusetts,Norfolk MA,10666,1077,1591.943149,10.99,60.4,26.6,9.8,21.3,"706,775",443.97,61.7,59.1,28.1,25.1
Massachusetts,Plymouth MA,10058,778,476.6452061,12.45,57.2,32.2,10,20.5,"521,202",1093.48,57.4,57,33,31.3
Massachusetts,Suffolk MA,25273,1143,6695.319397,14.82,56.9,29.6,10.7,21.3,"803,907",120.07,59.4,54.4,26.1,33
Massachusetts,Worcester MA,14905,1126,526.0064213,12.31,56.05,32.6,9.8,21.3,"830,622",1579.11,58.6,53.5,32.5,32.6
Michigan,Alcona MI,49,2,5.811031186,13.5,55.15,38.7,12.3,24.9,"10,405",1790.56,58.3,52,38.2,39.1
Michigan,Alger,37,0,1.805577307,13.87,55.75,38.1,13.2,26.6,"9,108",5044.37,56.6,54.9,38.1,38.1
Michigan,Allegan,873,7,64.40161221,13.29,56.8,37.7,8.6,20.4,"118,081",1833.51,57.2,56.4,36.2,39.2
Michigan,Alpena,145,14,16.75761777,12.9,57.1,37,11.5,24.6,"28,405",1695.05,61.6,52.6,36.3,37.6
Michigan,Antrim,79,0,38.74804798,12.5,57.5,35.5,11.1,23.7,"23,324",601.94,60.7,54.3,33.2,37.8
Michigan,Arenac,77,3,21.86265149,13.99,47.95,42.1,10.4,25,"14,883",680.75,50.2,45.7,41.6,42.6
Michigan,Baraga,53,3,7.678277462,14.74,54.6,39.2,11.5,25.8,"8,209",1069.12,57.5,51.7,39.7,38.7
Michigan,Barry,395,4,106.6853864,12.83,57.9,40.6,9.1,20.1,"61,550",576.93,59,56.8,38.4,42.8
Michigan,Bay,1091,54,163.4378269,13.73,50.7,41.3,12.2,26.8,"103,126",630.98,54.9,46.5,42.1,40.4
Michigan,Benzie,88,2,20.66486763,12.69,58.15,34.3,10.3,22,"17,766",859.72,60.1,56.2,33.6,35
Michigan,Berrien,2118,76,96.99899461,14.58,52.3,39.8,7.6,18.5,"153,401",1581.47,54.6,50,39.1,40.4
Michigan,Branch,1501,32,83.76385895,14.04,53.4,40.7,9.7,20.9,"43,517",519.52,56.6,50.2,40,41.4
Michigan,Calhoun,1740,51,186.7235452,14.97,55.65,42.2,8.3,19.5,"134,159",718.49,60.7,50.6,39.8,44.6
Michigan,Cass,671,20,101.8406718,14.05,52,38.2,8.8,19.6,"51,787",508.51,51.7,52.3,36,40.4
Michigan,Charlevoix,120,4,18.79614917,12.14,62.8,33.9,10.3,23.7,"26,143",1390.87,66.8,58.8,32.8,34.9
Michigan,Cheboygan,98,2,28.5520638,13.52,59.15,39.4,11.2,24.7,"25,276",885.26,58.6,59.7,39.2,39.5
Michigan,Chippewa,87,0,13.8432172,14.87,57.3,39.8,11.2,26.5,"37,349",2698,58.9,55.7,39.8,39.7
Michigan,Clare,128,6,53.80269448,14.28,53,39.8,10.7,22.8,"30,950",575.25,55,51,40,39.6
Michigan,Clinton,770,14,138.5224504,12.99,59.1,39,10.1,22.9,"79,595",574.6,61.1,57.1,39.1,38.8
Michigan,Crawford,128,5,24.90016152,13.46,53.65,38.5,12.3,24.7,"14,029",563.41,56.7,50.6,36.7,40.2
Michigan,Delta,781,13,17.9661102,13.36,57.2,38,15.2,30.3,"35,784",1991.75,56,58.4,37.6,38.3
Michigan,Dickinson,259,4,32.4742666,12.74,61,34.4,14.9,30,"25,239",777.2,61.9,60.1,36.2,32.5
Michigan,Eaton,781,10,190.4225741,13.82,57.9,40.3,7.9,19.4,"110,268",579.07,58.1,57.7,39.7,40.9
Michigan,Emmet,177,4,37.87131799,10.84,65.8,34.2,11.9,24.5,"33,415",882.33,69.3,62.3,33.3,35.1
Michigan,Genesee,5152,310,624.933397,15.85,49.25,43.7,8.6,19.5,"405,813",649.37,54,44.5,41.1,46.2
Michigan,Gladwin,119,2,49.27583937,13.87,51.75,41,10.9,22.9,"25,449",516.46,52.7,50.8,41.1,40.8
Michigan,Gogebic,185,2,9.464694488,13.07,60.5,35,13.8,27.8,"13,975",1476.54,62.7,58.3,35.8,34.1
Michigan,Grand Traverse,563,9,154.8447195,11.32,59.1,33.2,9.9,23.9,"93,088",601.17,61,57.2,31.6,34.7
Michigan,Gratiot,327,16,71.21789938,13.79,55.3,43.2,9.4,21.1,"40,711",571.64,57.8,52.8,41.3,45.1
Michigan,Hillsdale,382,27,75.10952271,14.04,54.5,40.1,8.6,19.2,"45,605",607.18,56.1,52.9,40.3,39.9
Michigan,Houghton,767,4,23.76351032,13.22,60.1,33.6,13.5,26.9,"35,684",1501.63,64.1,56.1,34.5,32.7
Michigan,Huron,238,5,14.49573049,13.29,51.95,38.1,10.2,24.1,"30,981",2137.25,51.5,52.4,39.3,36.8
Michigan,Ingham,3888,51,521.241399,13.62,58.4,37.2,9.3,21.5,"292,406",560.98,60.1,56.7,35.1,39.2
Michigan,Ionia,604,8,111.4965705,14.13,55.95,42.5,9.9,21.9,"64,697",580.26,55.9,56,40.2,44.7
Michigan,Iosco,243,13,13.28964627,13.81,53.8,40.4,10.6,23.9,"25,127",1890.72,56.9,50.7,39.5,41.2
Michigan,Iron,267,10,9.136695399,13.1,58.25,35.8,15.6,30.1,"11,066",1211.16,60,56.5,36.9,34.7
Michigan,Isabella,798,15,120.9318426,14.45,59.5,39.9,9.8,22.2,"69,872",577.78,60.5,58.5,40.5,39.3
Michigan,Jackson,2953,73,218.9909093,14.51,55.6,41.1,9.1,21.1,"158,510",723.82,57.6,53.6,40.4,41.8
Michigan,Kalamazoo,3483,96,456.8291884,12.84,58.35,36.3,8.3,19.9,"265,066",580.23,60.5,56.2,34.2,38.4
Michigan,Kalkaska,96,4,31.60181503,13.66,52.45,37.3,10.6,22.6,"18,038",570.79,53.8,51.1,35.6,38.9
Michigan,Kent,10981,175,753.2073698,13.55,58.05,36.9,8.1,20,"656,955",872.21,59.3,56.8,35.7,38.1
Michigan,Keweenaw,13,0,0.349146686,12.71,60.75,32.7,16.4,28.8,"2,116",6060.49,64.8,56.7,35.1,30.3
Michigan,Lake,38,0,20.62682723,15.86,50.5,43.3,10.6,22,"11,853",574.64,52.9,48.1,40.9,45.6
Michigan,Lapeer,985,44,132.113343,12.75,56.2,39.7,9.6,21.8,"87,607",663.12,58.2,54.2,39.4,40
Michigan,Leelanau,118,1,8.589778002,11.39,64.05,32.7,10.8,24.2,"21,761",2533.36,64.8,63.3,32.3,33
Michigan,Lenawee,1640,22,129.305997,14.6,56.45,39.1,9,19.7,"98,451",761.38,58.7,54.2,38.6,39.5
Michigan,Livingston,1584,33,327.9387149,12.13,60.85,34.2,10.4,22.4,"191,995",585.46,62.8,58.9,35.3,33
Michigan,Luce,268,0,3.258015587,14.69,54.05,38.7,11.2,23.9,"6,229",1911.9,56.2,51.9,38.5,38.8
